Nimi;Muutettu;Määrä(Tuote);Määrä;Viimeinen käyttöpäivä;barcode tuote;Lot;Varasto
BioMatrix Alpha 3.00 x 14 mm (W16030576);24.7.2017 11:18;-1;"";4.4.2017;08888893018843;W16030576;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 14 mm (W16030576D);2.11.2017 13:20;1;"";4.4.2018;08888893018843;W16030576D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 14 mm (W16040283D);7.11.2017 14:13;1;"";20.4.2018;08888893018843;W16040283D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 14 mm (W17060224);26.3.2018 14:19;2;"";19.6.2019;08888893018843;W17060224;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 14 mm (W17100057);7.5.2018 13:20;2;"";10.10.2019;08888893018843;W17100057;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 14 mm (W18020180);7.5.2018 13:57;2;"";19.2.2020;08888893018843;W18020180;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 19 mm (W16100609);21.4.2017 13:06;-1;"";2.11.2017;08888893018850;W16100609;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 19 mm (W17030221);13.12.2017 10:06;-3;"";16.3.2019;08888893018850;W17030221;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 19 mm (W17030441);12.1.2018 14:43;-1;"";29.3.2019;08888893018850;W17030441;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 19 mm (W17060083);20.4.2018 13:52;1;"";12.6.2019;08888893018850;W17060083;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 19 mm (W18010354);3.5.2018 10:45;4;"";22.1.2020;08888893018850;W18010354;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 19 mm (W18030449);3.5.2018 10:56;2;"";2.4.2020;08888893018850;W18030449;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 24 mm (W16100610);16.10.2017 10:38;1;"";2.11.2017;08888893018867;W16100610;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 24 mm (W17030227);5.12.2017 9:49;1;"";16.3.2019;08888893018867;W17030227;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 24 mm (W17040449);23.1.2018 13:10;2;"";26.4.2019;08888893018867;W17040449;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 24 mm (W17110398);3.5.2018 13:50;2;"";30.11.2019;08888893018867;W17110398;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 29 mm (W17070095);22.1.2018 14:43;1;"";7.7.2019;08888893018874;W17070095;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 33 mm (W18010089);21.3.2018 12:43;2;"";10.1.2020;08888893018881;W18010089;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 36 mm (W16120080);19.6.2017 14:27;1;"";13.12.2017;08888893018898;W16120080;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.00 x 36 mm (W17030204);7.11.2017 13:46;2;"";16.3.2019;08888893018898;W17030204;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 09 mm (W17030103);16.1.2018 14:06;1;"";6.3.2019;08888893018904;W17030103;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 14 mm (W16030054);15.6.2017 9:48;-1;"";7.3.2017;08888893018911;W16030054;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 14 mm (W16030054D);9.8.2017 11:33;1;"";7.3.2018;08888893018911;W16030054D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 14 mm (W17120379);4.5.2018 14:39;4;"";26.12.2019;08888893018911;W17120379;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 19 mm (W16050106D);2.1.2018 11:02;-1;"";9.5.2018;08888893018928;W16050106D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 19 mm (W17110511);4.5.2018 14:34;3;"";5.12.2019;08888893018928;W17110511;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 24 mm (W16040542);7.8.2017 9:12;-3;"";3.5.2017;08888893018935;W16040542;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 24 mm (W16040542D);5.9.2017 14:08;3;"";3.5.2018;08888893018935;W16040542D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 24 mm (W17110516);4.5.2018 11:16;3;"";5.12.2019;08888893018935;W17110516;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 29 mm (W17090084);20.3.2018 14:17;2;"";22.9.2019;08888893018942;W17090084;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 36 mm (W16040537D);13.12.2017 9:27;1;"";3.5.2018;08888893018966;W16040537D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 3.5 x 36 mm (W17050313);19.3.2018 14:01;1;"";22.5.2019;08888893018966;W17050313;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 4.0 x 14 mm (W17110521);4.5.2018 14:39;1;"";5.12.2019;08888893018980;W17110521;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 4.00 x 19 mm (W16040358);23.11.2017 12:57;1;"";25.4.2017;08888893018997;W16040358;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 4.00 x 19 mm (W16050126D);20.3.2018 14:17;3;"";11.5.2018;08888893018997;W16050126D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix Alpha 4.00 x 24 mm (W16050085D);20.3.2018 14:17;1;"";9.5.2018;08888893019000;W16050085D;HUS Meilahti kaupinta varasto BMXP BMX6
BioMatrix NeoFlex 2.75 x 28mm (W16030262);29.6.2017 12:44;-1;"";16.3.2018;08888893016320;W16030262;HUS Meilahti kaupinta varasto BMXP BMX6
