"Juturna-vq PTA balloon catheter 0.035""";12 mm x 100 mm, shaft 80cm;08PVQ120100APO;04051649122024;55;75;;08PVQ120100APO;04051649122024
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 120 mm, shaft 80cm;08PVQ120120APO;04051649122147;55;75;;08PVQ120120APO;04051649122147
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 150 mm, shaft 80cm;08PVQ120150APO;04051649122260;55;75;;08PVQ120150APO;04051649122260
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 200 mm, shaft 80cm;08PVQ120200APO;04051649122505;55;75;;08PVQ120200APO;04051649122505
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 220 mm, shaft 80cm;08PVQ120220APO;04051649154735;55;75;;08PVQ120220APO;04051649154735
"Juturna-vq PTA balloon catheter 0.035""";12 mm x 280 mm, shaft 80cm;08PVQ120280APO;04051649122741;55;75;;08PVQ120280APO;04051649122741
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 10 mm, shaft 120cm;12PVQ030010APO;04051649122758;60;85;;12PVQ030010APO;04051649122758
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 15 mm, shaft 120cm;12PVQ030015APO;04051649122871;60;85;;12PVQ030015APO;04051649122871
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 20 mm, shaft 120cm;12PVQ030020APO;04051649122994;60;85;;12PVQ030020APO;04051649122994
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 30 mm, shaft 120cm;12PVQ030030APO;04051649123113;60;85;;12PVQ030030APO;04051649123113
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 40 mm, shaft 120cm;12PVQ030040APO;04051649123236;60;85;;12PVQ030040APO;04051649123236
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 60 mm, shaft 120cm;12PVQ030060APO;04051649123359;60;85;;12PVQ030060APO;04051649123359
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 80 mm, shaft 120cm;12PVQ030080APO;04051649123472;60;85;;12PVQ030080APO;04051649123472
"Juturna-vq PTA balloon catheter 0.035""";3 mm x 100 mm, shaft 120cm;12PVQ030100APO;04051649123595;60;85;;12PVQ030100APO;04051649123595
